('https://image1.ljcdn.com/shfdfs-image/20170730/b1ed87ab-a965-43fd-a036-9ee9e8637539.jpg.296x216.jpg', '建设花园唯一在售正气户型 楼层好 位置佳 近地铁', '建设花园  | 3室2厅 | 146.99平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  松江新城', '475万', '单价32316元/平米')
('https://image1.ljcdn.com/310000-inspection/2777dd21-e3d2-421a-a78e-3bed83b7efec.jpg.296x216.jpg', '次新小区，房型方正，精装修带地暖，可以直接拎包入住', '新虹桥首府(公寓)  | 3室2厅 | 124.81平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2015年建板楼  -  九亭', '620万', '单价49676元/平米')
('https://image1.ljcdn.com/310000-inspection/7742f0ab-2d20-41d0-bde5-5fdb7b53062c.jpg.296x216.jpg', '这是一套没有缺点的双拼别墅 开发商自持现含泪出售！', '蓝色剑桥   | 双拼别墅 | 5室3厅 | 227.5平米 | 南 北 | 其他 | 无电梯', '3层2006年建板楼  -  松江新城', '1360万', '单价59781元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170813/f5e5f3bd-c0ae-46f1-b950-706787dc5ae2.jpg.296x216.jpg', '看房方便 诚心出售  开发商统一装修', '市北祥腾麓源  | 3室2厅 | 96.12平米 | 南 | 其他', '8层板楼  -  松江老城', '350万', '单价36413元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171026/5454dc0b-0019-466c-a49d-7b1a5c2d6098.jpg.296x216.jpg', '满五年，唯一住宅，低密度社区，附赠高尔夫球卡', '天马高尔夫别墅   | 独栋别墅 | 4室3厅 | 293.46平米 | 南 | 精装 | 无电梯', '2层板楼  -  佘山', '1140万', '单价38847元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload34a123f7-19d3-472d-87c7-5224818d4547.jpg.296x216.jpg', '70年产权别墅+地下两层+地上三层+环境优美+人车分流', '雅居乐星徽   | 独栋别墅 | 3室2厅 | 178平米 | 南 | 其他 | 无电梯', '1层板楼  -  车墩', '550万', '单价30899元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0fb0c565-73f8-42ab-b28d-8546a38c3fed.JPG.296x216.jpg', '海欣城正气3房，房子满5年税费少，前后采光好', '协和海琴花园  | 3室2厅 | 119.5平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  新桥', '330万', '单价27616元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160603/608bf739-847b-4077-a9a9-85213986b51a.jpg.296x216.jpg', '松江老城 经典南北通正三房 婚房装修 满五', '茸联苑  | 3室2厅 | 117.18平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2007年建板楼  -  松江老城', '370万', '单价31576元/平米')
('https://image1.ljcdn.com/310000-inspection/test-66b7c545-af4f-4b55-a539-5855b5d17a91.png.296x216.jpg', '精装电梯全明南北通三房业主诚售看房随时临河采光充足', '象屿品城  | 3室2厅 | 93平米 | 南 北 | 精装', '中楼层(共11层)2014年建板楼  -  九亭', '376万', '单价40431元/平米')
('https://image1.ljcdn.com/310000-inspection/0bf5fb3c-7d81-4bfb-adb1-355d87cfca84.jpg.296x216.jpg', '70年产权  景观楼层  地铁口一居室  看房随时', '月厦新天地  | 1室1厅 | 47.5平米 | 东 | 简装', '低楼层(共18层)2005年建板楼  -  松江老城', '136万', '单价28632元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbdf90265-0ab5-4a9d-98c1-8eafdfca5434.jpg.296x216.jpg', '正3房   小区中间位置    紧靠大润发', '白洋苑  | 3室2厅 | 118.9平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  松江老城', '340万', '单价28596元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171003/6bb9432c-1693-4929-9cad-936b5790859a.jpg.296x216.jpg', '房型好+一南房一北房+厨卫朝北+南北通透+看房随时', '东外街36弄  | 2室2厅 | 107.38平米 | 暂无数据 | 毛坯 | 无电梯', '低楼层(共5层)2007年建板楼  -  松江老城', '260万', '单价24214元/平米')
('https://image1.ljcdn.com/310000-inspection/a0b03c4f-c22a-4eda-8345-83b3c072ea70.jpg.296x216.jpg', '金地自在城(二期) 2室2厅 350万', '金地自在城(二期)  | 2室2厅 | 88平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2014年建板楼  -  泗泾', '350万', '单价39773元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161020/89bb8d09-b783-4bd1-9c1b-66d442f48f02.jpg.296x216.jpg', '松江老城 价格可谈 业主诚意出售  配套齐全', '红宾院小区  | 3室1厅 | 72.89平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共6层)1978年建板楼  -  松江老城', '230万', '单价31555元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/3391e2e0-7f70-4192-bd47-235865c1286a.jpg.296x216.jpg', '松江国际生态CBT、精装修总价低，房东诚心出售。', '万达广场(松江)  | 1室1厅 | 53.79平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2014年建塔楼  -  松江大学城', '115万', '单价21380元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180118/975eb5f7-cd37-4d6d-ae93-29281b470854.jpg.296x216.jpg', '九亭单价超低大三房+采光无遮挡+有钥匙', '三元公寓  | 3室2厅 | 147.42平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2007年建板楼  -  九亭', '470万', '单价31882元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161012/79dbd8b5-203c-4994-b4fa-6939ecea3f6b.jpg.296x216.jpg', '晶苑三期独栋、客厅挑高7.5米、全明地下室 花园500平', '晶苑  | 4室3厅 | 465.45平米 | 南 | 毛坯 | 无电梯', '低楼层(共3层)2014年建板楼  -  莘闵别墅', '1550万', '单价33302元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb47574a9-b2b1-4231-ae5b-bb6f1d56ac78.JPG.296x216.jpg', '中海里面中间套，位置好，房型正气，有钥匙好看房', '中海悦府   | 联排别墅 | 3室2厅 | 187平米 | 南 | 毛坯 | 无电梯', '3层2015年建板楼  -  泗泾', '640万', '单价34225元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0b96f7db-aa77-4b31-80e6-a210b9ab022b.jpg.296x216.jpg', '佘山镇；森林公园；欢乐谷玛雅 精装修大两房两房', '江秋新苑(公寓)  | 2室2厅 | 90.5平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2013年建板楼  -  佘山', '229万', '单价25304元/平米')
('https://image1.ljcdn.com/310000-inspection/43081959-c549-461b-bd51-9624b1ac5c19.jpg.296x216.jpg', '保利西子湾两房 前排位置 出行方便', '保利西子湾  | 2室2厅 | 90.34平米 | 南 | 其他 | 有电梯', '高楼层(共14层)2008年建板楼  -  松江大学城', '369万', '单价40846元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170827/fbde0d27-88e9-4b64-8303-42f40049e72f.jpg.296x216.jpg', '佘山品质小区，看房随时方便看房', '江秋新苑(公寓)  | 3室2厅 | 133.7平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2013年建板楼  -  佘山', '310万', '单价23187元/平米')
('https://image1.ljcdn.com/310000-inspection/test-28d25472-a196-4767-8abf-dfd32a36b0b1.png.296x216.jpg', '九城湖滨少有户型+正两房+送产权车位+税费低+接受置换', '九城湖滨国际  | 2室2厅 | 70.12平米 | 南 北 | 精装 | 有电梯', '低楼层(共14层)2007年建板楼  -  九亭', '288万', '单价41073元/平米')
('https://image1.ljcdn.com/310000-inspection/test-17950ad9-5846-43ee-935a-d5200e67f733.png.296x216.jpg', '满五年，随时看房，采光好，视野佳，业主诚意出售！', '万科白马花园(公寓)  | 3室2厅 | 88.34平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  莘闵别墅', '312万', '单价35319元/平米')
('https://image1.ljcdn.com/310000-inspection/cc310469-eec2-4bde-8175-e9d0883aa9af.jpg.296x216.jpg', '松江新城 联排中间套 精装修 价格便宜', '檀香花苑(别墅)   | 联排别墅 | 6室2厅 | 259.25平米 | 南 | 其他 | 无电梯', '3层2003年建板楼  -  松江新城', '1130万', '单价43588元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161030/1b03ef6f-ed22-4146-a5d4-09af37bcbcfb.jpg.296x216.jpg', '三房两厅两卫+精装修+看房方便+业主诚心出售', '玉龙苑  | 3室2厅 | 139.73平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  松江老城', '550万', '单价39362元/平米')
('https://image1.ljcdn.com/310000-inspection/test-11f96433-6168-4687-a42e-3e881bd52faf.png.296x216.jpg', '开元地中海 1室0厅 135万', '开元地中海  | 1室0厅 | 46.8平米 | 北 | 其他', '低楼层(共18层)2006年建塔楼  -  松江新城', '135万', '单价28847元/平米')
('https://image1.ljcdn.com/310000-inspection/8bc7aa6f-2c2c-4eba-a0ec-79462b61dc0c.jpg.296x216.jpg', '三房2厅2卫，纯毛坯，小区位置好', '兰桥公寓  | 3室2厅 | 128.91平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2003年建板楼  -  松江新城', '430万', '单价33357元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151223/56b34cf5-1693-4e80-9aeb-a09511dd7fad.jpg.296x216.jpg', '占地2600 毛坯从未入住 花园集中邻河', '佘山月湖山庄   | 独栋别墅 | 6室3厅 | 830平米 | 北 | 毛坯 | 无电梯', '2层2004年建板楼  -  佘山', '3980万', '单价47952元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170930/c9a809f0-172e-4c56-afd7-bbe34cf37b63.jpg.296x216.jpg', '佘山站 新凯家园银杏苑 一手动迁 朝南一房 房东急售', '新凯城银杏苑  | 1室1厅 | 52.74平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共15层)2012年建板楼  -  泗泾', '178万', '单价33751元/平米')
('https://image1.ljcdn.com/310000-inspection/9824ddc5-29e8-4feb-9568-a3213d393d61.jpg.296x216.jpg', '房子楼层好，精装修。视线开阔..................', '金地自在城(二期)  | 3室2厅 | 128平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板楼  -  泗泾', '455万', '单价35547元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170611/e7e51cd2-9d01-43d7-af13-5f03bba4f970.jpg.296x216.jpg', '满五年唯一，精装修 采光好 视野开阔 利用性高', '同润菲诗艾伦  | 2室1厅 | 56.42平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共17层)2010年建塔楼  -  泗泾', '200万', '单价35449元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170119/175b7266-44d4-4efb-acb8-0b76aa26e166.jpg.296x216.jpg', '6楼送阁楼 成熟配套 ，交通，商 业都集中', '黑鱼弄小区  | 3室2厅 | 144平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  松江老城', '435万', '单价30209元/平米')
('https://image1.ljcdn.com/310000-inspection/392d44be-062d-489b-81ab-5a9cc447f197.jpg.296x216.jpg', '我有钥匙，装修好拎包入住，满五唯一，C户型', '河谷3号   | 联排别墅 | 4室2厅 | 88.15平米 | 南 | 精装 | 无电梯', '3层2010年建板楼  -  莘闵别墅', '550万', '单价62394元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161102/75108d72-59f3-4c99-9716-931f56d6b6bc.jpg.296x216.jpg', '居住人群为韩国的学生台湾的老板日本的高管的品质小区', '名庭花苑  | 3室2厅 | 120平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2006年建板楼  -  松江新城', '390万', '单价32500元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171110/71d7661c-251e-4d27-977d-cd02c975e2fa.jpg.296x216.jpg', '佘山大二房 可改三房 户型好  单价低 近佘山。欢乐谷', '江秋新苑(公寓)  | 2室2厅 | 90.43平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2013年建板楼  -  佘山', '217万', '单价23997元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180110/6868a126-9cc0-4984-a33b-a3a46541aa7d.jpg.296x216.jpg', '急联排各付税 原野花园小区中间位置四房朝南 拎包入住', '原野花园  | 4室3厅 | 195.2平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2006年建板楼  -  松江新城', '1038万', '单价53177元/平米')
('https://image1.ljcdn.com/310000-inspection/0361a945-dedd-43d2-9f68-47b76c5d7dff.jpg.296x216.jpg', '顶楼带阁楼+露台.实用面积大+业主诚意出售+南北通透', '华亭新家银杏苑  | 3室2厅 | 75.18平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  松江老城', '275万', '单价36579元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171106/534933a6-36ce-4450-837a-83dd896820a4.jpg.296x216.jpg', '户型正气+9号12号双轨交交通便+临湖景观房业主诚出售', '三盛颐景园(公寓)  | 4室2厅 | 148.27平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  九亭', '550万', '单价37095元/平米')
('https://image1.ljcdn.com/310000-inspection/test-409be4a4-1d8d-4e48-8db4-d6044c0120b9.png.296x216.jpg', '象屿都城  经典小两房 户型正 南北通 可改3房 满5唯一', '象屿都城  | 2室2厅 | 91.32平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2011年建板楼  -  九亭', '368万', '单价40298元/平米')
('https://image1.ljcdn.com/310000-inspection/9eaab477-77dc-4803-889e-c7889b1cc4bb.jpg.296x216.jpg', '一手动迁 楼层好价位低  纯毛坯 业主诚意出售', '江秋新苑(公寓)  | 2室2厅 | 75.78平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2013年建板楼  -  佘山', '195万', '单价25733元/平米')
('https://image1.ljcdn.com/310000-inspection/85d99ab2-757c-4bd1-a318-6be9f9f59bb8.jpg.296x216.jpg', '浪琴水岸 顶楼复式 精装修 大三房 四面采光 业主诚心', '浪琴水岸花园(公寓)  | 3室2厅 | 163.7平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  松江新城', '443万', '单价27062元/平米')
('https://image1.ljcdn.com/310000-inspection/2e354b97-b368-4094-8067-f00e8b2529c4.jpg.296x216.jpg', '大两房，房型好，低楼层，南北边套，价格可谈，毛坯', '古楼新苑  | 2室2厅 | 100.58平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2013年建板楼  -  泗泾', '335万', '单价33307元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170820/d8a52e43-3100-4d09-b42e-475a7df5bf88.jpg.296x216.jpg', '大3房满5年   得房率高  位置好采光佳  业主急售房', '方舟园四村  | 3室2厅 | 138.6平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  松江老城', '485万', '单价34993元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e33275f1-3aa6-41cb-a85f-601117c71a5c.png.296x216.jpg', '近地铁九号线佘山地铁站 小区环境好 交通便利', '新凯城紫竹苑  | 2室1厅 | 62.05平米 | 南 | 简装 | 有电梯', '中楼层(共9层)2011年建板楼  -  泗泾', '240万', '单价38679元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151108/a1b32838-84b8-443c-9c34-4dbc44966284.jpg.296x216.jpg', '沿海二期装修200万联排，双车库，满二年，万科物业', '沿海丽水馨庭(别墅)   | 联排别墅 | 4室2厅 | 210平米 | 南 | 精装 | 无电梯', '3层2011年建板楼  -  莘闵别墅', '950万', '单价45239元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171021/87565993-39cb-41dd-965a-45a1472abbc3.jpg.296x216.jpg', '双南明厅小两房，电梯房六楼，可配，合满两年', '龙湖锦宸公馆  | 2室1厅 | 57.4平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)板楼  -  松江老城', '235万', '单价40941元/平米')
('https://image1.ljcdn.com/310000-inspection/da676639-f8dd-441b-a72b-88c36dcd397f.jpg.296x216.jpg', '祥和公寓(松江) 2室2厅 390万', '祥和公寓(松江)  | 2室2厅 | 105.58平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2005年建板楼  -  泗泾', '390万', '单价36939元/平米')
('https://image1.ljcdn.com/310000-inspection/bcab8918-e203-4b96-b4c2-c9fabe15de82.jpg.296x216.jpg', '九亭绿化标杆 居住适宜 楼层较好 出行方便', '三盛颐景园(公寓)  | 3室2厅 | 134平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  九亭', '500万', '单价37314元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160826/8677e5ce-4287-4c06-ab7b-69296a606e60.jpg.296x216.jpg', '近9号新城地铁站 四通八达  购物方便', '鼎信公寓  | 4室2厅 | 212.5平米 | 南 | 简装 | 无电梯', '低楼层(共3层)2002年建板楼  -  松江新城', '745万', '单价35059元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161231/d74118dd-cf91-42a6-9394-94fd561f3c28.jpg.296x216.jpg', '茸景苑A区精装一楼带院子，价格可谈', '荣景苑(A区)  | 2室2厅 | 92.3平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2007年建板楼  -  松江老城', '310万', '单价33587元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171226/8b22c6f1-295c-422d-b032-d9dd3cb263b9.jpg.296x216.jpg', '西南名苑 2室2厅 380万', '西南名苑  | 2室2厅 | 115平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2007年建板楼  -  泗泾', '380万', '单价33044元/平米')
('https://image1.ljcdn.com/310000-inspection/b4d015ce-f252-42cd-be7b-15d29ad006dc.jpg.296x216.jpg', '精装2房，配套成熟，交通便利，诚意出售，满二年！', '东鼎名人府邸  | 2室1厅 | 89.93平米 | 南 北 | 精装 | 有电梯', '高楼层(共25层)2013年建板楼  -  松江新城', '430万', '单价47815元/平米')
('https://image1.ljcdn.com/310000-inspection/d3fda519-03a4-47f6-a959-b957025f5bf4.jpg.296x216.jpg', '九号线米兰赠送20平C1-1户型  房东置换诚心 满二年', '米兰诺贵都  | 3室2厅 | 89.16平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2013年建板楼  -  泗泾', '419万', '单价46995元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161108/0aaaf3a8-4a79-4bec-ba53-38db56e8d1c1.jpg.296x216.jpg', '繁华地段 开元购物广场 乐购 东明广场吃喝一条街', '檀香花苑(公寓)  | 4室2厅 | 159.69平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  松江新城', '560万', '单价35068元/平米')
('https://image1.ljcdn.com/310000-inspection/test-14f3b5cd-1dc2-4015-b685-a7e7153affb6.png.296x216.jpg', '金地二期 开发商精装三房 位置佳 楼层好 户型方正', '金地自在城(二期)  | 3室2厅 | 111.11平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2015年建板楼  -  泗泾', '410万', '单价36901元/平米')
('https://image1.ljcdn.com/310000-inspection/5941f04c-a7a2-4e8f-8d23-015996b70021.jpg.296x216.jpg', '近东华 品质小区 拎包入住 满五 看房方便', '德邑小城(公寓)  | 3室2厅 | 88.29平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  松江新城', '380万', '单价43040元/平米')
('https://image1.ljcdn.com/310000-inspection/e0e6e26e-6fe0-4c07-ae53-42f89a7967a1.jpg.296x216.jpg', '视野宽阔 采光充足 配套齐全 小区环境好  楼层好', '松乐苑  | 2室2厅 | 103.23平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  松江老城', '320万', '单价30999元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170213/8bcbef9d-1be5-4ae1-bddd-d4a74d153915.jpg.296x216.jpg', '西南名苑 2室2厅 510万', '西南名苑  | 2室2厅 | 128.43平米 | 南 | 精装 | 有电梯', '中楼层(共9层)2005年建板楼  -  泗泾', '510万', '单价39711元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fdaf6d24-04c9-4a2e-8dc3-59a3a0b7c9a8.png.296x216.jpg', '久阳文华府邸(公寓) 1室1厅 198万', '久阳文华府邸(公寓)  | 1室1厅 | 45.84平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  松江新城', '198万', '单价43194元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170808/6525028a-65c6-49c0-be51-ce50cf1d5733.jpg.296x216.jpg', '满五唯一税费少，楼层高采光通风好', '保利西子湾  | 2室2厅 | 89.94平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  松江大学城', '370万', '单价41139元/平米')
('https://image1.ljcdn.com/310000-inspection/test-57d29639-cc86-4169-bbbc-607afd108830.png.296x216.jpg', '泗泾品质小区，交通便利，配套成熟', '塘和家园德悦苑  | 2室1厅 | 69.21平米 | 南 | 精装', '高楼层(共18层)塔楼  -  泗泾', '205万', '单价29620元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171006/99e62dc4-1b4a-48a3-a260-1a0574bbc9ff.jpg.296x216.jpg', '绿地海珀佘山次新房  适合小夫妻  精装修 送家具家电', '绿地海珀佘山  | 3室2厅 | 90平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共6层)板楼  -  佘山', '320万', '单价35556元/平米')
('https://image1.ljcdn.com/310000-inspection/533ec82b-252e-4e6f-b5d4-0211551c47bb.jpg.296x216.jpg', '松江新城，精装南北通两房，楼层佳，采光好，送储藏室', '天虹二村  | 2室2厅 | 89.23平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  松江新城', '278万', '单价31156元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170509/6c7b14ea-606e-4e2b-88fa-d03ad414d1ec.jpg.296x216.jpg', '云润家园  137平的的大三房 居住舒服', '云润家园  | 3室2厅 | 137.67平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2006年建板楼  -  九亭', '530万', '单价38498元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160123/994f47d6-5103-4c7e-b0e1-77c2066fb3e7.jpg.296x216.jpg', '见山见水见球场，视野开阔，拎包即住，看房随时！', '天马高尔夫别墅   | 独栋别墅 | 4室2厅 | 362.97平米 | 南 | 精装 | 无电梯', '2层2002年建板楼  -  佘山', '1380万', '单价38020元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2f454079-158c-48f4-84a9-d262904245e8.png.296x216.jpg', '象屿品城精装两房 温馨舒适 品质小区 近莘庄 交通便利', '象屿品城  | 2室2厅 | 82.29平米 | 南 | 精装', '低楼层(共11层)2014年建板楼  -  九亭', '320万', '单价38887元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180105/44a85e16-68b3-4ef8-9ef5-e2d91dc758a7.jpg.296x216.jpg', '主卧室大，南北通两房，厨卫全明，提前预约随时可看！', '紫东新苑  | 1室2厅 | 83.05平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  松江新城', '290万', '单价34919元/平米')
('https://image1.ljcdn.com/310000-inspection/8073d295-3bd3-4fdf-ae80-e603f6b2f71f.jpg.296x216.jpg', '97平南北正通精装两房 看房方便又钥匙（价格可谈）', '知雅汇(公寓)  | 2室2厅 | 97.55平米 | 南 北 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  九亭', '390万', '单价39980元/平米')
('https://image1.ljcdn.com/310000-inspection/ec5a49e4-6314-4702-922a-3843552a4aaa.jpg.296x216.jpg', '同润菲诗艾伦 J1户型 南北通透 满五唯一 带花园', '同润菲诗艾伦  | 3室2厅 | 89平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2011年建板楼  -  泗泾', '329万', '单价36967元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170422/8fd92f25-78b5-48b2-8cec-8b4b12c214ad.jpg.296x216.jpg', '顶楼送阁楼，单价低，满五唯一，业主诚意出售。', '花园浜小区  | 4室2厅 | 142.22平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  松江老城', '365万', '单价25665元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/0ced2d4c-37fe-49ae-9c3a-1b7d790d3ee5.jpg.296x216.jpg', '星辰园精装两房双阳台，业主急售', '星辰园(公寓)  | 2室2厅 | 93平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  松江大学城', '386万', '单价41506元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170919/09d1abbb-eb89-43db-8036-19e1e9b94036.jpg.296x216.jpg', '小区中间位置 自带花园+地下室+露台 看房随时有钥匙', '颐亭花园(公寓)  | 2室2厅 | 130.53平米 | 南 | 毛坯 | 有电梯', '低楼层(共14层)2009年建板楼  -  九亭', '475万', '单价36391元/平米')
('https://image1.ljcdn.com/310000-inspection/aaadaa06-b4ca-4fde-b005-323896c511c8.jpg.296x216.jpg', '业主诚意出售，精装修，看房方便', '江秋新苑(公寓)  | 3室2厅 | 133.9平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2013年建板楼  -  佘山', '320万', '单价23899元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170212/24ffa2ae-55df-4723-bd9c-2d29f793a539.jpg.296x216.jpg', '精装修 南北通透 全明户型 正气两房 拎包入住', '公捷苑  | 2室2厅 | 108.23平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  松江新城', '335万', '单价30953元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c8a82734-9d68-4891-a2ee-e8da86d15ccb.png.296x216.jpg', '玉兰苑朝南1居室+看房方便+房东诚意+小区环境好。', '新凯城玉兰苑  | 1室1厅 | 51.56平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2012年建板楼  -  泗泾', '178万', '单价34523元/平米')
('https://image1.ljcdn.com/310000-inspection/fba3608b-57f9-46a6-a18a-8171aa728c43.jpg.296x216.jpg', '满五唯一；税少精装修拎包入住；靠河景观房；诚意出售', '绿波景园  | 3室2厅 | 92平米 | 南 | 精装 | 有电梯', '低楼层(共11层)板楼  -  泗泾', '299万', '单价32500元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1c4a2edf-bd7d-4e8a-8179-7307841617cc.png.296x216.jpg', '奥林匹克花园 3室2厅 498万', '奥林匹克花园  | 3室2厅 | 126平米 | 南 | 其他 | 有电梯', '中楼层(共7层)2004年建板楼  -  九亭', '498万', '单价39524元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7623883f-8e0b-4d31-8a91-1a4f739f1f2c.JPG.296x216.jpg', '南北通户型丨一梯两户丨高区景观房', '万宇阳光苑  | 2室2厅 | 86.8平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2009年建板楼  -  新桥', '265万', '单价30530元/平米')
('https://image1.ljcdn.com/310000-inspection/f3134555-81f0-4ef9-bbbc-81ebb90b58a7.jpg.296x216.jpg', '泗泾地铁口 交通方便 配套齐全 满五唯一 房东诚心出售', '祥和公寓(松江)  | 2室1厅 | 106平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  泗泾', '415万', '单价39151元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171029/2498abdf-3618-4d3b-b5bd-f6684fbc5813.jpg.296x216.jpg', '晨星东区 1室1厅 164.8万', '晨星东区  | 1室1厅 | 54.51平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  新桥', '164.8万', '单价30233元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170618/1c9e5735-0ae7-405a-93e1-efa6c7452967.jpg.296x216.jpg', '中大九如堂 绿化环境好 物业管理完善 免费使用车位', '中大九里德(别墅)  | 3室2厅 | 184.5平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2011年建板楼  -  九亭', '1240万', '单价67209元/平米')
